Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;B365H;B365D;B365A;B365CH;B365CD;B365CA;AvgH;AvgD;AvgA;i ;Champion;ChampionshipAchieved;Win;Home;B365WinProb;B365CWinProb;AvgWinProb;GoalDiff;Points;AbsDays;Days
D1;23.11.19;Leverkusen;Freiburg;1;1;D;1.45;4.75;6.5;1.44;4.75;6.5;1.5;4.57;6.15;H;0;0;0;1;0.654304636;0.655868295;0.636079709;0;1;206;-206
D1;23.11.19;Union Berlin;M'gladbach;2;0;H;3.6;3.6;2.05;3.4;3.8;2;3.4;3.63;2.09;H;0;0;1;1;0.266233766;0.27818448;0.28062823;2;3;206;-206
D1;23.11.19;Werder Bremen;Schalke 04;1;2;A;2.45;3.5;2.8;2.7;3.6;2.45;2.45;3.62;2.74;H;0;0;0;1;0.388349515;0.350626118;0.388960346;-1;0;206;-206
D1;23.11.19;RB Leipzig;FC Koln;4;1;H;1.33;5.75;7.5;1.44;4.75;6.5;1.35;5.46;8.08;H;0;0;1;1;0.709905757;0.655868295;0.70704759;3;3;206;-206
D1;24.11.19;Augsburg;Hertha;4;0;H;2.62;3.5;2.62;2.45;3.6;2.62;2.59;3.53;2.61;H;0;0;1;1;0.363825364;0.382311216;0.36683137;4;3;205;-205
D1;24.11.19;Hoffenheim;Mainz;1;5;A;1.65;4.33;4.75;1.66;4;4.75;1.66;4.07;4.88;H;0;0;0;1;0.578559473;0.566741238;0.572073759;-4;0;205;-205
D1;29.11.19;Schalke 04;Union Berlin;2;1;H;1.66;4;4.75;1.66;4;4.75;1.71;3.87;4.93;H;0;0;1;1;0.566741238;0.566741238;0.559060102;1;3;200;-200
D1;30.11.19;FC Koln;Augsburg;1;1;D;1.95;4;3.5;1.95;3.75;3.6;1.92;3.76;3.82;H;0;0;0;1;0.489082969;0.485044462;0.496707796;0;1;199;-199
D1;30.11.19;Hertha;Dortmund;1;2;A;4;4;1.8;4.33;4;1.7;4.1;3.9;1.83;H;0;0;0;1;0.236842105;0.216003304;0.233006856;-1;0;199;-199
D1;30.11.19;Hoffenheim;Fortuna Dusseldorf;1;1;D;1.7;3.8;5;1.75;3.9;4.2;1.7;3.97;4.79;H;0;0;0;1;0.559481743;0.536082474;0.560815494;0;1;199;-199
D1;30.11.19;Paderborn;RB Leipzig;2;3;A;6.5;5.5;1.36;7.5;6;1.3;7.46;5.46;1.37;H;0;0;0;1;0.143652775;0.12470024;0.128015471;-1;0;199;-199
D1;30.11.19;Bayern Munich;Leverkusen;1;2;A;1.28;6;8.5;1.22;7;10;1.29;6.04;9.37;H;1;0;0;1;0.733179988;0.771434869;0.740055732;-1;0;199;-199
